video_id,duration,bitrate,bitrate(video),height,width,frame rate,frame rate(est.),codec,category,title,hashtags,views,likes,comments
D-Mq-yiP2U4,1330,5490,5336,1920,1080,29.97,29.97,h264,Gaming,League Of Legends: The Derp Squad Match 4 (Kennen),"vengeance, Kennen, amd, squad, geforce, 1090t, Gangplank, stupid, x6, monarch, kogma, Team, Warwick, karthas, Jeezuz, Ultimate, Renekton, corsair, ii, ram, Champions, processor, 16gb, Squad, LoL, League Of Legends, Bomb, inonian, gtx, ok, rammus, chidori, 550ti, phenom, more, critical, dead, fails, Requim, skin, six, Ftw, core, derp",216,4,0
D-_G-8v3OQw,91,481,352,640,360,29.97,0.0,h264,Entertainment,Comercial de Las Cucharas,"First, Project, My",77,1,1
D-vr-JhgygM,182,327,228,600,480,25.0,0.0,h264,Entertainment,Feliz aniversario minha linda By:Anndy L.E,"duda, Andy, amor, anivesario, video, dedicaçao, hoemagem, goularte, eduarda",313,2,1
D0U9-HKVajg,186,268,203,320,182,29.97,0.0,h264,Entertainment,Ne'imat Hatabak,"Israeli, Che, Dancing, folk, with, Dances",2109,7,1
D19y--QH-98,33,456,335,640,360,25.0,0.0,h264,Film & Animation,AWA2EL.TV,,1842,10,0
D1aB-ti63OQ,105,298,164,450,360,25.0,0.0,h264,Nonprofits & Activis,Ибн Баз   сплетни и ложь на ученых и требующих знание,"ложь, знание, требующих, сплетни, Баз, Ибн, и, ученых, на",5,0,0
D1hg-Ypxp2U,52,328,264,320,240,30.0,0.0,h264,Autos & Vehicles,dupa zbita,"zbita, dupa",686,2,0
D1qL-pmtzRk,216,617,500,450,360,29.97,29.97,h264,Entertainment,Pavel - Talisman Lubvi,"Bondarenko, Tалисман, любви, Павел, Бондар, Уваров, Amedia, Lubvi, Talisman, Stanislav, Станислав",5614,11,2
D1yQ-yy20Do,255,731,618,640,480,30.0,0.0,h264,Entertainment,EHW Christmas Bash 2009,"Bash, 2009, Christmas, EHW",32,0,0
D1zK-tPI2HY,31,2786,2632,720,1280,30.0,30.0,h264,Education,One Minute to Better Golf: Never-fail Putting Approach,"approach, short, never, fail, putt",232,2,0
D21f-iOjr4Y,77,1236,1178,640,480,29.97,0.0,h264,People & Blogs,EVENTO ANIVERSÁRIO RAFAEL 1 (02/10/2010),"(02/10/2010), RAFAEL, EVENTO, ANIVERSÁRIO",10,0,0
D2DK-c_KLPA,361,282,174,274,204,29.98,29.98,h264,News & Politics,What the FBI did to American citizens is beyond what most people realize today.,"Church, FBI, Mark, killed, repression, police, Fred, Hampton, Chicago, by, program, abuse, Mondale, Walter, Clark, assassination, murder, king, leaders, government, abuses, Black, Cointelpro, Panther, disruption, Huddleston, killings, intelligence, US, political",12207,109,28
D2hM-o7wGU4,256,366,290,320,240,15.0,15.0,h264,People & Blogs,บรรนยากาศพัทยา 26,26122010001,28,0,0
D2xt0P5PsP0,371,4708,4513,1920,1080,29.97,29.97,h264,Autos & Vehicles,Krausbery v M.b. X,"Krausbery, v, b, M, X",68,0,0
D362-7YvT1s,19,244,184,320,240,30.0,0.0,h264,Sports,Danilo alimentando a Calibre 12,"12, alimentando, Danilo, Calibre",161,0,0
D3Ew-NALKAg,135,1330,1229,854,480,29.97,0.0,h264,People & Blogs,Moods2009: Chamber Orchestra,none,1070,1,0
D3I8-2TxHbk,32,500,403,640,480,20.0,0.0,h264,Sports,Motion Detection Dec-13-2012 11:02:47,Motion Detection,0,0,0
D3_w-KxS7F0,231,228,125,160,112,25.0,25.0,h264,Music,Me and Bobby McGee - Joplin Cover - The Colour Neves,"mcgee, cover, bobby, neves, alternative, rock, joplin, indie, magee",316,2,0
D3fR-K6S8IA,261,386,301,640,360,29.97,0.0,h264,People & Blogs,Late Night Singing (Adele Rolling in the Deep Cover),"webcam, video, newlyadulted",10,0,0
D3up-OCFQTM,84,551,424,640,480,25.0,0.0,h264,Film & Animation,You Don't Belong Indian Film Festival (Trailer 3),"Ashish Rajadhyaksha, Magic Lantern Foundation, Documentary Film, Indian Cinema, West Heavens",123,2,0
D3w6-bBTWcg,41,1775,1629,1280,720,30.0,30.0,h264,People & Blogs,Kolade man,,68,2,0
D3zQ-vTYM-c,686,432,302,640,360,25.0,0.0,h264,News & Politics,Newsnicht: What could Andy Murray's win do for Scotland?,"Murray, Andy, Newsnicht, Nations, Scotland, Sport, Small, Newsnight",384,0,1
D4Ab-OgO-TA,91,3142,2996,1280,720,30.0,29.97,h264,People & Blogs,Ana y Dali 1m,"Ana, Dali, 1m, y",11,0,0
D4HS-t3lKlU,6,4655,4515,1920,1080,29.97,29.97,h264,Comedy,IMG 3275,,3,0,0
D4af-hZQ_Kk,63,416,339,272,480,30.0,0.0,h264,Comedy,Laserbeam!,"Laser, Dog",19,0,0
D4dF-mvIk8c,268,1134,1020,770,480,30.0,0.0,h264,Gaming,swtor 4,,6,0,0
D4gy-k1Wofs,4,2154,2135,640,480,17.42,0.0,h264,Entertainment,Mo corner status,mobile,7,0,0
D4lm-CQpZvI,220,644,519,854,480,25.0,0.0,h264,Howto & Style,Hot Can Self Heating Emergency Food,"Emergency Food, Hot Can, Emergency Food Storage",55526,269,32
D4nC-q6tWZ4,36,914,849,720,480,29.97,0.0,h264,Sports,MBC Ronneburg,SUNP0002,124,0,0
D5NB-tMQh9E,14,468,349,176,144,15.0,15.0,h264,Entertainment,at ross dancing,"store, dance",107,0,0
D5Rs-AD7dqY,59,1452,1299,1280,720,29.97,29.97,h264,Science & Technology,Планшет Toshiba Thrive 7 Android,"планшет, Android, Thrive, Toshiba",350,1,0
D5Tv-Kjh_lE,749,3139,2944,1280,720,29.92,29.92,h264,People & Blogs,درب الخطر 4/4 .MW3,,67,4,0
D5nA-DMw5JY,288,3057,2978,1280,720,30.0,30.0,h264,Travel & Events,54321 2012快樂^3^,"MVI, 5766",9,0,0
D6BV-4uS58U,62,5943,5786,1920,1080,24.0,24.0,h264,Entertainment,SAVE THE DATE - MODELO CARTOON,"Wedding, save, date, animação, convite, animado, pré, video, the, retro, casamento, retrospectiva, animation, pré-casamento",250,0,0
D6Qy-y06-AQ,400,620,501,320,240,29.97,29.97,h264,Entertainment,Norwegian project; camp without modern things part 2,Camp,55,0,0
D6Ty-TKH42M,55,1034,917,854,480,29.97,0.0,h264,Entertainment,BLASTA5 and the TranZit of Death,"BLASTA6, N00B, HAMR, 3PIC, AUSTIN, JULIAN, BAHNE SKATEBOARDS, BLASTA3, HALO REACH, CALL OF DUTY BLACK OPS II, CONNOR, CAMERON, BLASTA9, JCRUZZER, BLASTA5, MTAR, HALO 4",81,4,2
D6V1-hVDNIs,30,461,382,480,360,29.97,0.0,h264,Travel & Events,Limbo dancing in Cape Town,"Town, Cape, Dancers, Waterfront, Limbo",49,0,0
D6gl-JGmmuE,234,4897,4747,1920,1080,29.97,29.97,h264,Comedy,Entroido de Porto do Son - 2012,"Carnaval, Porto do Son, Entroido",249,0,0
D6qv-ev1BjY,752,3725,3593,1280,720,30.0,30.0,h264,Music,White Plains High School Marching Band - Turkey Bowl 2010,"Journey, Marching Band, Stepinac, White Plains High School, Turkey Bowl",2694,8,0
D6r1--UGoD4,140,417,319,320,240,30.0,0.0,h264,News & Politics,Zima 12.01.2013r.,"0017, Film",12,1,0
D6vcQardKeY,314,1708,1513,1920,1080,29.97,29.97,h264,Gaming,Whack-A-Kerbal,,9196,36,46
D7C1-C_nmbM,465,745,616,480,360,25.0,0.0,h264,People & Blogs,campeonatof1,manolito23.parte2,16,0,0
D7La-mjBzCg,550,481,372,360,288,25.0,0.0,h264,Sports,Patrick Gyamfi  No. 23    in  Blue-white jersey  and  Blue shorts (part 8).wmv,"jersey, Gyamfi, shorts, 23, Patrick, and, part, in, 8, No, Blue, white",11,0,0
D7Rr-OKCb2Y,269,5961,5766,1920,1080,30.0,30.0,h264,Entertainment,Shahrukh Khan & Deepika Padukone Chennai Express at  feltham cineworld 31 july 2013,"Deepika Padukone (TV Actor), cineworld Fe, Shahrukh Khan (TV Personality), Anniversary, Shahrukh Khan (actor), July, shahrukh Khan, Bollywood, London (City/Town/Village), Hindi, Chennai Express (Film)",467769,4707,64
D7_c-0HDGdQ,8,919,831,640,480,29.97,0.0,h264,Entertainment,First penspinning video,Movie,32,0,0
D7uU-hR14K0,16,2253,2057,1280,720,25.0,25.0,h264,Entertainment,Krem brulee,"restauracje.tv, potrawa, eating, hungry, dinner, obiad, danie, restauracja, gotowanie, jedzenie, restauracja larc varsovie, restaurant, flavor, warszawa, głodny, kuchnia francuska, recipes, krem brulee, cooking, przepisy, delicious, pomysł na obiad, przepis, food, desery, film, meal, supper, breakfast, cook, taste, recipe",85,0,0
D87Q19WVT98,155,1011,895,854,480,25.0,0.0,h264,News & Politics,Sedriano. La suora fu obbligata a stare sul palco dal sindaco Celeste,"'ndrangheta lombardia, nicole minetti, padania, sindaco sedriano, berlusconi, domenico zambetti, movimento giovani padani, corruzione, eugenio costantino, maria stella fagnani, alfredo celeste, silvio berlusconi, roberto maroni, maroni, lega, umberto bossi, ruby, marco scalambra, ester castano, lega nord, bossi, ndrangheta lombardia",2578,8,0
D8kY-w8h1UQ,283,3289,3094,1920,1080,29.97,29.97,h264,Sports,Attack On Titan / Shingeki no Kyojin - Eren's Mom Death Scene HD AMV,"Eren's Mom Death Scene HD AMV, Shingeki no Kyojin amv, Eren's Mom Death Scene, Amv, sad amv, anime asmv, Naruto, Opening, best amv, Bleach, Misaka, episode, attack on titan, Naruto Sasuke, Eren's Mom Death Scene HD, sad momments, best anime amv, Eren, Shingeki no Kyojin, Anime, attack on titan amv, Naruto Amv, Eren's Mom Death, Eren's Death, anime amv, anime sad moments",4149,30,4
D8t0-NyeNCE,87,677,606,640,480,30.0,0.0,h264,People & Blogs,"Murray, Chipping 2012",P1010905,38,0,0
D9-k-b9KEhw,7018,421,291,640,480,25.0,0.0,h264,Nonprofits & Activis,سورة البقرة كاملة للشيخ أدريس ابكر .. Surat Al-Baqarah,"moses, سورة, ابكر, ahmed, vogel, Surat, ramadan, albanian, المصحف, كامل, Al-Baqarah, mecca, holy, ادبريس, nasheed, koran, البقرة, convert, sheikh, كاملة, prophet, imam, quran, muhammad",38904,192,0
D97j-9c7MeI,71,1369,1303,640,480,29.97,0.0,h264,Science & Technology,Hydromat HW25-12 1993,"Graff-Pinkert, 1993, Co, at, HW25-12, Hydromat",531,0,0
D9KL-B7jy6I,170,472,343,640,480,28.92,0.0,h264,People & Blogs,Test recht.1,,24,0,0
D9Q_NzJzG78,258,184,83,640,480,29.97,0.0,h264,Music,Shinedown - All I Ever Wanted,"leave a whisper, shinedown, all I've ever wanted, shine down, all I've ever wanted shinedown, all i ever wanted shinedown, shinedown all I've ever wanted, all i ever wanted, shinedown all i ever wanted",1032973,4650,131
D9S_-2AbESE,470,3045,2850,1280,720,29.97,29.97,h264,Autos & Vehicles,Balikovanie Jasno - Zlín v PD Pobedim,"Zlín, Jcb, Fastrac, Case IH (Brand), Kuhn, Pobedim, FS 54.63, 3230, Fendt, Panoramic, Jasenná, 410, Krone, Balikovanie, Vario, 1290xc, 8011, Merlo, Case, Baliki, Arcusin, Xtra, Farmer, 933, Tractor, Zetor, Crystal, Jasno",8602,35,5
D9o9-ZXqLv8,317,809,743,640,480,15.0,0.0,h264,Music,Aerosmith - Livin on the edge - Abu Dhabi,"9888, MVI",47,0,0
DA4I-iUmX2Y,437,520,391,640,480,29.97,0.0,h264,Sports,Skay Sporting24(2° Puntata-Parte 1),"1, Parte, Skay, Puntata, Sporting242°",230,5,0
DADc-0NdFbE,180,930,819,640,480,30.0,0.0,h264,Music,The Gil Boyz,"Gil, Dance, twins",66,0,0
DAPo-bca650,111,830,718,480,360,25.0,0.0,h264,Entertainment,TECNOLOGÍA. HTC DIAMOND. JUNIO 2008,"HTC, DIAMOND, TECNOLOGÍA, IPHONE",92,1,0
DAe5-k2BCQU,31,249,203,240,360,10.0,10.0,h264,Film & Animation,talking Tom,"talking hippo, tom, talking carl, Outfit7TalkingTom, talking cat, talking tom cat, funny cartoon, talking tom, Outfit7, tomcat, cat, funny animation",36,0,0
DBB7-WSJwHA,69,4329,4184,720,1280,14.0,14.0,h264,Entertainment,Mason 7th birthday,mobile,12,0,0
DBWZ-7d0NhI,134,863,745,640,480,29.97,0.0,h264,Travel & Events,"""Business on the wheel"", Yeungnam University School of Architecture, Daegu, 2012  (version anglaise)","Group, Movie, 06",118,0,0
DBqK-m6biFE,322,450,451,766,480,10.0,0.0,h264,People & Blogs,Terry vs Physical Fatal Entertainment,clip0023,67,1,0
DBsC-qTQMZs,68,625,501,480,360,29.97,29.97,h264,Sports,henry,123,49,0,0
DC63-g594R8,1242,2293,2099,1280,720,30.0,30.0,h264,Gaming,Portal 2 co op #3,"op, Lenox2812, видео, Devil, Great, Алексей, Райдер, terraria, ёпт, сериал, эпик, фильм, радуга, cry, история, лазер, алеша, Dante, DMC, петька, may, серия, данте, праздник, minecraft, style, Co-op, веселье, Данте, часть",101,1,1
DChn-kO4Aag,185,1118,1076,640,480,20.33,0.0,h264,Education,Group 4 MCNHS,PICT2706,523,0,0
DCjb-IdWCGU,197,112,6,640,480,30.0,0.0,h264,Music,Shiver - Shawn Desman (cover),"desman, cover, shawn desman, shawn, samantha, music, singing",254,1,0
DDUC-ZIiEaI,500,352,221,320,240,25.0,25.0,h264,Music,"Tanto per...""Parole come..."".","Garavelli, Sannazzaro, Demarchi, Ferrara, Tantoper",356,0,0
DDki-mCl5b8,144,1291,1181,640,480,30.0,0.0,h264,People & Blogs,HDE - quarti di finale house Johannes VS Wave,,37,0,0
DDmP-RNW0MM,202,414,317,854,434,22.0,0.0,h264,Howto & Style,Embed Youtube Video In A Wordpress Widget,"wordpress, Youtube, WordPress (Software)",4943,10,0
DDvT-e56BuU,557,2176,1981,1276,720,30.0,30.0,h264,People & Blogs,Dwarfs ales la intamplare,"148, Dwarfs, 15, 2013, 27, 58, 01",17,2,0
DDxj-ZBgzpM,471,557,430,480,360,30.0,0.0,h264,News & Politics,Representante de la Red de DD.HH. habla en NTN24 sobre la masacre en Siria,"CNLNTN24, canal NTN24, Deportes, Ambiente, NTN24, Entretenimiento, Mundo, Curiosas., Informativo, Salud, Cultura, Política, ntn24.com, Noticias, América Latina, Tecnología, Economía",133,0,0
DEO_-W7WePw,257,928,821,540,360,30.0,0.0,h264,People & Blogs,Winter,"Band, Marching, GNA",83,0,0
DEj6-YXnUpI,182,851,732,854,480,25.0,0.0,h264,People & Blogs,"Johnny Be Good by Becoarse @ Meisenfrei, Bremen","Meisenfrei, Johnny be Good, Becoarse, Bremen",80,0,0
DF7r-UovI70,41,784,724,568,320,29.97,0.0,h264,Comedy,Lagoon,Lagoon,4,0,0
DFOJ-XxZwQ4,174,1284,1174,640,480,30.0,0.0,h264,Entertainment,War Pigs with Shovel,"it, of, not, all, but, Spur",104,2,1
DFXT-Rmgr0Q,306,2998,2803,1280,720,29.97,29.97,h264,Entertainment,VDM  Entertainment Canada Kids Party promo,"Wedding, Special event, Entertainment (Industry), VDM Entertainment Canada, Canada (Country), Bar Mitzvah",94,1,1
DFaw-OuwZFI,386,709,601,360,480,29.97,0.0,h264,Comedy,"The Secret is out, I am a Spy","I am a Spy, The Secret is out",57,0,0
DFzR-UTMqtc,204,832,797,640,360,29.97,0.0,h264,Music,DaScratch Demo with Scratch LIVE,"controller, software, Stanton, SCS3.d, DaScratch, DJ, MIDI",72403,25,7
DG3k-60E7JI,145,4609,4451,1920,1080,29.97,30.0,h264,Travel & Events,"TOSHIBA MILANO SALONE 2011： ""LUCE TEMPO LUOGO""","MILANO, fuorisalone, milan exhibition design, 田根剛, DORELL.GHOTMEH.TANE/ARCHITECTS, Dan, design, installation, paris exhibition design, DGT, architecture, Lina, SALONE, Ghotmeh, Tsuyoshi, architects, Dorell, Tane, TOSHIBA, exhibition, installation design, exhibition design",4581,14,0
DGMk-sxGytk,234,617,502,480,360,25.0,25.0,h264,Music,Teenage Kicks 2008 - Johnny Lazer,"Zandra, Johnny, Teenage, Noonan, trailer, Lazer, Face, Doherty, Goldie, Logan, Babyshambles, Kicks, Rhodes, Pete, Eine, Media",1356,3,1
DGic-Q2APKA,101,1380,1233,1280,720,25.0,25.0,h264,People & Blogs,Туры в припять,,198,1,0
DH4A-obclR4,338,409,332,360,480,30.0,0.0,h264,Education,B:365 Bible in a Year // Day 32,"B:365, Bible",5,0,0
DHMa-vW_je8,50,445,383,320,240,29.97,0.0,h264,People & Blogs,Maya's Cake,"Maya's, Cake",44,0,0
DHkZ-A8Lc48,61,4416,4221,1920,1080,30.0,30.0,h264,People & Blogs,신우성 연주1,"신우성, 우성, 연주, 피아노, 학교종",49,0,0
DIXLPVuBE-4,102,1127,1046,854,480,29.92,0.0,h264,Science & Technology,Spray Equipment V-Hog Vinyl Ester Spraying System,"ceilcote, VE, coatings, plural, futura, component, equipment, airless, graco, Vinyl, glascraft, ITW, spray, Binks, Ester",4033,3,0
DIem-OLwklE,62,205,101,192,144,16.67,16.67,h264,Entertainment,Me and Dee Pure 8-}!,dancing,1557,0,0
DJFK-lLhHdo,90,330,217,320,240,29.97,0.0,h264,Comedy,فيديو مضحك جدا جدا.flv,"فيديو, مضحك, جدا",748513,171,70
DJmf-VaBB6U,10,199,137,360,288,15.0,0.0,h264,Gaming,Bug en Kursk,Susto,185,1,0
DJna-G4g-Ms,17,178,123,176,132,47.75,0.0,h264,Music,GEEgasm 2,"geegasm, sexoso",792,14,0
DJto-jdxUss,1400,1048,932,640,480,29.97,0.0,h264,Sports,GP Paris de Atletismo - 2010 - parte III,GP Paris de Atletismo - 2010 - parte III,28,0,0
DKYn-UZQ14g,32,2336,2142,1920,1080,29.97,29.97,h264,Pets & Animals,MVI_6323,,27,0,0
DKgA-jMCicg,94,386,333,270,360,29.97,0.0,h264,Pets & Animals,Lauren and Lifetime Memory,Horse,13,0,0
DKjFtEj-bEg,529,297,196,640,480,29.97,0.0,h264,Sports,Part 2 UFC 116 Conference Call with Brock Lesnar and Shane Carwin,"UFC 116, Vegas, UFC, Brock Lesnar, Shane Carwin",5062,6,7
DKpO-PcVw1g,49,615,488,480,360,29.97,0.0,h264,People & Blogs,OBA407,OBA407,2,0,0
DL6C-YPHmXA,136,950,835,640,480,29.92,0.0,h264,Gaming,Dynasty Warriors 7 - Jin Promotional Video,"musou, warriors, Sima, shin, deng, environment, Jin, zhao, gaming, video game, trailer, shi, ai, dynasty, sangoku, koei, sima, yi",1184,1,0
DLEG-atm_Wg,63,627,500,480,360,29.97,29.97,h264,Entertainment,weird noises xD,"jessica, weird, noises, moaning, starfairy8",2293,3,0
DLIQ-B4mZbw,252,577,450,640,480,29.97,0.0,h264,Music,元音崇現-李元智個人演唱會-情非得已,情非得已,132,1,0
DLau-30fp7o,79,1792,1597,1280,720,29.97,29.97,h264,Science & Technology,Projekčný roll-up na výstave produktov spoločnosti RECKITT BENCKISER,"Projection Roll Up, Projekcne Folie, Rear Projection Foil, Zadnoprojekcna Folia, Projection Foils, Pop Banner, Projekčné Fólie, Bestimp, Projection Banner, Projecne Riesenia, Pos Material, Rollup, Projection Rollup, Pop Material, Reklama, Projekcna Folia, Projekcny Banner, Advertising, Commercial, Pop, Projekcny Rollup, Pos, Podujatie, Advertisement, Roll Up, Event, Projection Foil, Pos Banner, Projekcny Roll Up, Projection",57,0,0
DMPq-iknH0w,302,246,188,320,240,30.0,0.0,h264,Science & Technology,Gary Adcock on AJA's KI PRO at NAB2009,"NAB, Res, Pro, Apple, AJA",263,0,0
DMS3-QEcn_U,35,873,819,640,480,29.97,0.0,h264,Entertainment,Veterinária UEM (Umuarama/PR) - Formandos 2009,"uem, formatura, medicia veterinária",468,0,0
DMU0-7RzkwI,30,478,348,640,480,29.97,0.0,h264,People & Blogs,Nyår del 2,nyår,14,0,0
DMz-jU5oeas,364,508,455,320,240,29.97,0.0,h264,People & Blogs,La Murga previo al clasico..,"del, La, verdadera, Murga, indigente",34017,76,38
DNRN-76PjSw,179,3155,3045,720,1280,29.97,30.0,h264,Comedy,Magic Hamster,"Magic, Hamster",27,0,0
DNzh-tQCF7o,195,263,200,320,240,11.99,0.0,h264,Entertainment,My Uncle,"music, jenny, sizzler",25,0,0
DO4f-r3_8Zs,101,822,705,854,478,29.97,0.0,h264,Entertainment,Perry's Madea Is Back on Big Screen,"top news, local news, ap news, commentary, latest news, ap associated press, politics, headlines, Tyler Perry, associated press, AP, business, eugene levy, AP youtube, news, madea, madea's witness protection, breaking news, associated press youtube, current affairs, denise richards, AP online, associated press style, film, news today, finance, breaking, reports",3458,17,0
DORW-56oDLY,17,361,356,322,240,29.97,0.0,h264,Sports,Changing Colors on My Pen,"Noob, Spinning, Color, MX, Frat, Lanaro, Pen",24,0,0
DOiA-h8ffP8,275,545,452,320,240,15.0,0.0,h264,People & Blogs,Copy of Video0054,,4,0,0
DOoQ-Az1ttU,216,607,506,480,360,30.0,30.0,h264,Music,Maluco Beleza! Show Sab 26,paoaxe,1042,2,1
DP7f-RqnHgo,20,610,500,480,360,25.0,25.0,h264,People & Blogs,Alyssa en Caroline,"Caroline, Alyssa",60,0,0
DPOK-f9u8xM,205,2349,2155,1280,720,30.0,30.0,h264,Music,Arturo Morelos Moron - Amor Eterno - Instrumental,eltaravilla49@hotmail.com,402,9,0
DPgZ-Mii6gw,28,1154,1040,640,480,30.0,0.0,h264,Pets & Animals,caretta-caretta Zakynthos.AVI,"MVI, 8347",292,2,0
DPoc-lQcx_s,292,2209,2127,1280,720,29.97,30.0,h264,Comedy,Every day at BCCC #01,"Every, College, Everyday, Random, Chris, Occurrences, Michael, Thriller, Jackson, Day, Bucks, Community, County, BCCC",316,7,1
DPx5-zmG54o,173,957,839,640,480,29.97,0.0,h264,Science & Technology,EN AGOSTO SERIAN HABILITADOS ATERRIZAJES EN CABECERAS DEL MATECAÑA,,34,0,0
DQ_X-5k2HM0,31,1886,1731,1280,720,25.0,25.0,h264,Science & Technology,Panasonic Smart Viera Tv - Lo Spot,"swipe, smart, viera, viera connect, skype, app, tv, share, viera remote, chat",987848,28,2
DQme-mYkHmc,334,756,633,654,480,29.97,0.0,h264,People & Blogs,Bosques de Escazú,"Bosques, de, Escazú",17,0,0
DQvS-TQlrhY,687,1286,1177,600,480,25.0,0.0,h264,Autos & Vehicles,покатушка 24.09.11,"chehoff-road, 4x4",872,2,0
DRGm-Jt4ZYM,216,1151,1038,854,480,29.97,0.0,h264,Music,Netinho - Vem de salvador,"SALVADOR, VEM, G, DE",107,0,0
DRX7-ukt2No,62,859,0,640,480,29.97,0.0,h264,People & Blogs,Cena de fin de año 2009 con La Hora de la,FlipShare,73,0,0
DRjo-mznZKY,48,628,500,480,360,29.97,29.97,h264,People & Blogs,What helpers I have!,baby,499,0,0
DRvY-QSDQTQ,217,454,389,320,238,29.97,0.0,h264,Autos & Vehicles,Mix Club Bmw Serie 8,"Serie, (e31.es), Club, BMW",287,3,0
DSBR-m0TK7Q,20,157,103,192,144,22.58,0.0,h264,Education,Talking Donkey,"Γάιδαρος, talking, Gaidaros, donkey, μιλάει, milaei",803,1,0
DSQJ-dmU554,20,909,823,640,480,15.0,0.0,h264,Entertainment,Ahhhhhhh CHICKEN,"random, funny, shannaboo, wtf, weird, chicken",44,0,0
DSl3-aMKJZQ,137,1159,1047,854,480,25.0,0.0,h264,Music,Congo Natty & Tenor Fly - Under Mi Sensi - Fabryka live (Poland),"fabryka, Under, Sensi, Mi, kraków, natty, urodziny, tenor, live, fly, congo, jungle",404,1,2
DSlt-a99Rf0,248,279,130,640,480,25.0,0.0,h264,People & Blogs,Chubb Rock - Treat 'Em Right (Instrumental).flv,"Treat, Right, Rock, Chubb, Instrumental, 'Em",540061,4787,94
DT-d-6OKiVY,93,7735,7542,1080,1920,30.0,30.0,h264,People & Blogs,CJ- A tireless and full of energy baby!,,18,1,0
DT8_-BzQhhI,13,631,501,480,360,29.97,29.97,h264,Entertainment,NICK JONAS SAID HE LOVED ME,"HE, JONAS, ME!!!, SAID, LOVE, NICK",5608,10,8
DTMf-0_4XLo,97,875,787,568,320,30.0,0.0,h264,Comedy,Rosy Minnows,"Pond, Minnows, Water-plant, Rosy, Minnow, Fish",296,6,0
DTPp-3l_0n0,78,423,292,854,480,29.97,0.0,h264,Music,"J-King & Maximan Ft Ñengo Flow, Randy, De La Ghetto, Otros - Siente (Official Remix) (Preview)","Randy, Arcangel.Otro Remix Preview, DeLa Ghetto, J-king & Maximan ft Ñengo Flow",6596,11,3
DTZq-i7maN8,112,829,747,854,478,25.0,0.0,h264,News & Politics,Irish Air Corp Saves a Six Year Old Boy,"RTE, Irish, Corp, RTÉ, Air, boy, transplant, liver",1352,17,0
DTer58R4bOk,548,236,165,320,240,29.97,0.0,h264,People & Blogs,Великодержавное хамло,"хамло, Великодержавное",103060,179,0
DTff-YMFQHo,144,3134,2976,1280,720,30.0,30.0,h264,Travel & Events,Granada 2010 (13).MP4,"Granada, 13, 2010",244,1,0
DTiU-IwBj_0,62,1112,1052,640,480,30.0,0.0,h264,People & Blogs,Изображение 404,"Изображение, 404",12,0,0
DUOL--WTM7c,102,917,798,720,480,29.97,0.0,h264,Comedy,Linkara/Spoony - I AM A WARRIOR!!!!!!!!!!!,"Spoony, Atop, Wall, Experiment, Linkara, TGWTG, the, Fourth, #1",6003,77,13
DUsy-mmOhVs,582,607,500,220,176,15.0,15.0,h264,People & Blogs,chenghong,chenghong,63,0,0
DUzi4CUzpTo,85,906,820,640,480,29.97,0.0,h264,Gaming,守霊の光玉,GetAmped2,3569,1,0
DVFn-mLNdXQ,214,2946,2752,1280,720,29.97,29.97,h264,Film & Animation,Monster Beats By Dr Dre Colorware Chrome Studio Headphone in Light Blue,"Google Chrome (Software), Headphones (Invention), dhgate, definition, GH069, big, ipod, sound, seller, light blue, quality, IPHONE, portable, IPHONE4, ipad, good, huge, colorware chrome, Beats Electronics (Organization), Blue, Replica, girls, dr dre, elegant, stereo, cool, review, studio, Fashion, buy",157,4,2
DVPo-ILp5pk,212,1194,1081,640,480,30.0,0.0,h264,Entertainment,Чем пахнет лето 1 Черновик.mp4,"Ароматы, лета, конкурс",29,1,0
DVTh-zaGhNI,173,153,48,640,480,29.97,0.0,h264,Music,The Beatles- 01- Day Tripper (2009 Mono Remaster),"Tripper, The, Past, Masters, Beatles, Remastered, Mono, 2009, Day",19865,131,3
DVVw-YZq0U0,103,2416,2309,1280,720,29.97,30.0,h264,Music,Mera Brännvin del 2 Stefan Nilsson Östersjöfestivalen 2011 gästartist hos Dampungarna,"Eddie, Stefan, Meduza, harrys, 2011, Nilsson, brännvin, dampungarna, Östersjöfestivalen, Mera, karlshamn",434,0,0
DVhE-_aHPu8,8,1225,1165,640,480,30.0,0.0,h264,Travel & Events,Abdominales del Bahiano,"144, videos, camara",14,0,0
DWFh-I2d08o,49,1540,1385,1280,720,29.97,29.97,h264,Gaming,Minecraft how to grow a house,"GROW, bone, mushroom, meal, How-to, Minecraft",81,2,2
DWOx-5ALHe4,284,884,802,720,432,25.0,0.0,h264,Music,Mammalitaliani mammaluvideu,"italia, notte, girl, luna, vino, mammalitaliani, kalinifta, al, giuliano, xxx, leverano, combass, cicileu, lunapark, pizzica, petrachi, corona, sound, zitella, cardia, sule, cani, sex, taranta, ientu, mamma, enzo, li, cesko, hop, otranto, focara, bano, hot, sangiorgi, reggae, fabrizio, bloper, mammaluvideu, gli, classe, mancu, après, negramaro, la, lecce, musica, radici, frise, puglia, hip, caparezza, system, italiani, tricase, nardò, copertino, sud, mieru, salento, rekkia, gallipoli, apres, veglie, mare",10301,36,5
